Player Name,Rank,Ranking Points,Best tournament,Second best tournament,Third best tournament
Lars Bouma,37,850,NK 2024-06-29 - Place: 1 Points: 611.1,Enschede 2023-11-26 - Place: 3 Points: 238.56,
Pieter van der Plas,38,819,NK 2025-09-13 - Place: 2 Points: 819.0,,
Tim de Goede,39,819,NK 2025-09-13 - Place: 2 Points: 819.0,,
Thijmen Calis,40,812,Amsterdam 2025-06-14 - Place: 1 Points: 700.0,NK 2023-09-02 - Place: 12 Points: 112.0,
Maikel Schils,41,771,NK 2024-06-29 - Place: 3 Points: 488.88,Amsterdam 2024-06-01 - Place: 9 Points: 282.24,
Joep Schotsman,42,762,Amsterdam 2026-01-17 - Place: 4 Points: 761.95,,
Luuk Schotsman,43,762,Amsterdam 2026-01-17 - Place: 4 Points: 761.95,,
Roos van der Donk,44,745,Enschede 2025-06-01 - Place: 3 Points: 744.8,,
Tom Ottenheim,45,743,Amsterdam 2024-06-01 - Place: 3 Points: 564.48,Enschede 2023-11-26 - Place: 6 Points: 178.92,
Bart Derks,46,743,Amsterdam 2024-06-01 - Place: 3 Points: 564.48,Enschede 2023-11-26 - Place: 6 Points: 178.92,
Tim Teunis,47,728,NK 2025-09-13 - Place: 3 Points: 728.0,,
Simmeon Gastineau,48,721,GroningenIndoor 2025-01-19 - Place: 1 Points: 721.0,,
Melanie Haeusel,49,718,Amsterdam 2026-01-17 - Place: 10 Points: 435.4,Amsterdam 2024-06-01 - Place: 10 Points: 282.24,
Carien Boessenkool,50,712,UtrechtIndoor 2025-03-15 - Place: 2 Points: 711.9,,
Klāvs Kalvenieks,51,702,Amsterdam 2025-06-14 - Place: 4 Points: 490.0,Amsterdam 2024-06-01 - Place: 16 Points: 211.68,
Bouke Postma,52,700,Amsterdam 2025-06-14 - Place: 1 Points: 700.0,,
Jurriën van Marle,53,692,AmsterdamIndoor 2025-02-23 - Place: 3 Points: 691.6,,
Sergio Vianen,54,692,AmsterdamIndoor 2025-02-23 - Place: 3 Points: 691.6,,
Benedikt Meylahn,55,653,Amsterdam 2026-01-17 - Place: 6 Points: 653.1,,
Floris van Lieshout,56,652,Enschede 2025-06-01 - Place: 4 Points: 651.7,,
Lorenz Theobald,57,649,GroningenIndoor 2025-01-19 - Place: 2 Points: 648.9,,
Max van der Heijden,58,645,Enschede 2025-06-01 - Place: 9 Points: 372.4,NK 2025-09-13 - Place: 15 Points: 273.0,
Gijs Cornielje,59,645,Enschede 2025-06-01 - Place: 9 Points: 372.4,NK 2025-09-13 - Place: 15 Points: 273.0,
Jacob Franssen,60,633,Groningen 2025-05-03 - Place: 2 Points: 633.15,,
Linde Karnebeek,61,633,Groningen 2025-05-03 - Place: 2 Points: 633.15,,
David Vermeulen,62,633,UtrechtIndoor 2025-03-15 - Place: 3 Points: 632.8,,
Sven Ebels,63,633,UtrechtIndoor 2025-03-15 - Place: 3 Points: 632.8,,
Lech bakhuizen v.d. Brink,64,631,Amsterdam 2025-06-14 - Place: 4 Points: 490.0,Amsterdam 2024-06-01 - Place: 20 Points: 141.12,
Job Bahlmann,65,630,Amsterdam 2025-06-14 - Place: 2 Points: 630.0,,
Jelmer Luijt,66,617,Amsterdam 2026-01-17 - Place: 11 Points: 435.4,NK 2025-09-13 - Place: 19 Points: 182.0,
Bauke van der Kooij,67,611,NK 2024-06-29 - Place: 1 Points: 611.1,,
Konradin Müskens,68,607,NK 2024-06-29 - Place: 4 Points: 427.77,Enschede 2023-11-26 - Place: 5 Points: 178.92,
Beleke de Zwart,69,605,AmsterdamIndoor 2025-02-23 - Place: 4 Points: 605.15,,
Sjef Holl,70,595,NK 2025-09-13 - Place: 7 Points: 455.0,NK 2023-09-02 - Place: 7 Points: 140.0,
Linde van Wambeke,71,591,Amsterdam 2024-06-01 - Place: 7 Points: 352.8,Enschede 2023-11-26 - Place: 3 Points: 238.56,
Boris Vermeulen,72,577,GroningenIndoor 2025-01-19 - Place: 3 Points: 576.8,,
Maud Wieland,73,573,AmsterdamIndoor 2025-02-23 - Place: 8 Points: 432.25,Amsterdam 2024-06-01 - Place: 20 Points: 141.12,
Mees Middelkoop,74,560,Amsterdam 2025-06-14 - Place: 3 Points: 560.0,,
Derek van de Wiel,75,559,Enschede 2025-06-01 - Place: 5 Points: 558.6,,
Sanne van de Ven,76,559,Enschede 2025-06-01 - Place: 5 Points: 558.6,,
Pucki Obermuller,77,554,UtrechtIndoor 2025-03-15 - Place: 4 Points: 553.7,,
Omar el Tambouli,78,550,NK 2024-06-29 - Place: 2 Points: 549.99,,
Sam te Dorsthorst,79,546,NK 2025-09-13 - Place: 5 Points: 546.0,,
Timo te Dorsthorst,80,546,NK 2025-09-13 - Place: 5 Points: 546.0,,
David van der Borden,81,546,NK 2025-09-13 - Place: 6 Points: 546.0,,
Jonathan Trommel,82,546,NK 2025-09-13 - Place: 6 Points: 546.0,,
Martijn Taminiau,83,544,Amsterdam 2026-01-17 - Place: 8 Points: 544.25,,
Vishesh Sawhney,84,544,Amsterdam 2026-01-17 - Place: 8 Points: 544.25,,
Marjolein Veldman,85,536,Amsterdam 2024-06-01 - Place: 8 Points: 352.8,NK 2024-06-29 - Place: 15 Points: 183.33,
Dana Voerman,86,519,AmsterdamIndoor 2025-02-23 - Place: 6 Points: 518.7,,
Tom Caniels,87,512,NK 2024-06-29 - Place: 4 Points: 427.77,NK 2023-09-02 - Place: 16 Points: 84.0,
Andreas Hobermuller,88,492,Groningen 2025-05-03 - Place: 4 Points: 492.45,,
Anna Stoffie,89,492,Groningen 2025-05-03 - Place: 4 Points: 492.45,,
Gosse Metz,90,475,UtrechtIndoor 2025-03-15 - Place: 6 Points: 474.6,,
Lukas Schubotz,91,474,NK 2024-06-29 - Place: 7 Points: 305.55,NK 2023-09-02 - Place: 6 Points: 168.0,
Thijs Benschop,92,474,NK 2024-06-29 - Place: 7 Points: 305.55,NK 2023-09-02 - Place: 6 Points: 168.0,
Joëlla van de Ven,93,466,Enschede 2025-06-01 - Place: 7 Points: 465.5,,
Roeland Wouda,94,466,Enschede 2025-06-01 - Place: 7 Points: 465.5,,
Pim Jansen,95,466,Enschede 2025-06-01 - Place: 8 Points: 465.5,,
Miguel Dionisio,96,466,Enschede 2025-06-01 - Place: 8 Points: 465.5,,
Mohammad Saeidi,97,455,NK 2025-09-13 - Place: 7 Points: 455.0,,
Steven Biemans,98,455,NK 2025-09-13 - Place: 8 Points: 455.0,,
Anna Junk,99,435,Amsterdam 2026-01-17 - Place: 10 Points: 435.4,,
David van Beijnhem,100,435,Amsterdam 2026-01-17 - Place: 11 Points: 435.4,,
Yvette Weel,101,432,AmsterdamIndoor 2025-02-23 - Place: 8 Points: 432.25,,
Konstantin Dimov,102,423,Amsterdam 2024-06-01 - Place: 5 Points: 423.36,,
Sven Gerritsen,103,423,Amsterdam 2024-06-01 - Place: 5 Points: 423.36,,
Lavinia Damaschin,104,422,Groningen 2025-05-03 - Place: 5 Points: 422.1,,
Elliot maric Larsson,105,422,Groningen 2025-05-03 - Place: 6 Points: 422.1,,
Katalin Harsanyi,106,422,Groningen 2025-05-03 - Place: 6 Points: 422.1,,
Nick E,107,395,UtrechtIndoor 2025-03-15 - Place: 7 Points: 395.5,,
Bram Houweling,108,384,NK 2024-06-29 - Place: 11 Points: 244.44,NK 2023-09-02 - Place: 7 Points: 140.0,
Roel ten Broek,109,372,Enschede 2025-06-01 - Place: 10 Points: 372.4,,
Teun Wassenberg,110,372,Enschede 2025-06-01 - Place: 10 Points: 372.4,,
Roel Schoorlemmer,111,372,Enschede 2025-06-01 - Place: 11 Points: 372.4,,
Jesse Vlaswinkel,112,372,Enschede 2025-06-01 - Place: 11 Points: 372.4,,
Fabian van Hummel,113,367,NK 2024-06-29 - Place: 5 Points: 366.66,,
Luke Wright,114,367,NK 2024-06-29 - Place: 6 Points: 366.66,,
Wik de Waal,115,365,NK 2024-06-29 - Place: 16 Points: 183.33,NK 2025-09-13 - Place: 17 Points: 182.0,
Menno Bok,116,364,NK 2025-09-13 - Place: 9 Points: 364.0,,
Ivan Erkelens,117,364,NK 2025-09-13 - Place: 11 Points: 364.0,,
Niels Erkelens,118,364,NK 2025-09-13 - Place: 11 Points: 364.0,,
Haiko Rijkers,119,353,Amsterdam 2024-06-01 - Place: 8 Points: 352.8,,
Silver Roossien,120,352,Groningen 2025-05-03 - Place: 7 Points: 351.75,,
Julian de Rover,121,352,Groningen 2025-05-03 - Place: 7 Points: 351.75,,
Lex Dijkman,122,352,Groningen 2025-05-03 - Place: 8 Points: 351.75,,
F. Almeida,123,352,Groningen 2025-05-03 - Place: 8 Points: 351.75,,
Hugo Degerth,124,304,NK 2025-09-13 - Place: 17 Points: 182.0,NK 2024-06-29 - Place: 20 Points: 122.22,
Ieke Berens,125,295,NK 2024-06-29 - Place: 14 Points: 183.33,NK 2023-09-02 - Place: 11 Points: 112.0,
Thieri Balk,126,295,NK 2024-06-29 - Place: 14 Points: 183.33,NK 2023-09-02 - Place: 11 Points: 112.0,
Thibaut Weller,127,282,Amsterdam 2024-06-01 - Place: 10 Points: 282.24,,
Luuk vd Klein,128,282,Amsterdam 2024-06-01 - Place: 11 Points: 282.24,,
Raphaël Wiedmer,129,282,Amsterdam 2024-06-01 - Place: 12 Points: 282.24,,
Rebecca Fagerland,130,282,Amsterdam 2024-06-01 - Place: 12 Points: 282.24,,
Sabien Feitsma,131,281,Groningen 2025-05-03 - Place: 9 Points: 281.4,,
Marieke Bregman,132,281,Groningen 2025-05-03 - Place: 9 Points: 281.4,,
Sander Breman,133,280,NK 2023-09-02 - Place: 1 Points: 280.0,,
David Teel,134,280,NK 2023-09-02 - Place: 1 Points: 280.0,,
Noah Caneel,135,273,NK 2025-09-13 - Place: 13 Points: 273.0,,
Thijmen Mortier,136,273,NK 2025-09-13 - Place: 14 Points: 273.0,,
Daan_dibbetz@hotmail.nl Dibbetz,137,273,NK 2025-09-13 - Place: 14 Points: 273.0,,
Feliks Raap,138,273,NK 2025-09-13 - Place: 16 Points: 273.0,,
Cas van de Voort,139,273,NK 2025-09-13 - Place: 16 Points: 273.0,,
Gijs van Gerwen,140,263,Enschede 2023-11-26 - Place: 5 Points: 178.92,NK 2023-09-02 - Place: 16 Points: 84.0,
Wouter van Tongeren,141,252,NK 2023-09-02 - Place: 2 Points: 252.0,,
Arthur Boerman,142,252,NK 2023-09-02 - Place: 2 Points: 252.0,,
Milan Klaasman,143,244,NK 2024-06-29 - Place: 9 Points: 244.44,,
Remco Klaasman,144,244,NK 2024-06-29 - Place: 9 Points: 244.44,,
Adam Drong,145,244,NK 2024-06-29 - Place: 10 Points: 244.44,,
Stan an der Enden,146,244,NK 2024-06-29 - Place: 10 Points: 244.44,,
M Saeidi,147,244,NK 2024-06-29 - Place: 11 Points: 244.44,,
P Muller,148,244,NK 2024-06-29 - Place: 12 Points: 244.44,,
Geert douwe de Vries,149,224,NK 2023-09-02 - Place: 3 Points: 224.0,,
Florian Verduijn,150,224,NK 2023-09-02 - Place: 3 Points: 224.0,,
Jess Moore,151,212,Amsterdam 2024-06-01 - Place: 13 Points: 211.68,,
Jasper Voerman,152,212,Amsterdam 2024-06-01 - Place: 14 Points: 211.68,,
Sanne Hogesteeger,153,212,Amsterdam 2024-06-01 - Place: 15 Points: 211.68,,
Tale Lechtenbörger,154,212,Amsterdam 2024-06-01 - Place: 15 Points: 211.68,,
Rémi Bummel,155,212,Amsterdam 2024-06-01 - Place: 16 Points: 211.68,,
Luuk Geelen,156,209,Enschede 2023-11-26 - Place: 4 Points: 208.74,,
Peter Vree,157,209,Enschede 2023-11-26 - Place: 4 Points: 208.74,,
Koen Zonneveld,158,196,NK 2023-09-02 - Place: 4 Points: 196.0,,
Twan Zonneveld,159,196,NK 2023-09-02 - Place: 4 Points: 196.0,,
Pepijn van der Put,160,183,NK 2024-06-29 - Place: 13 Points: 183.33,,
Joep de Jonge,161,183,NK 2024-06-29 - Place: 13 Points: 183.33,,
Zachary Meredith,162,183,NK 2024-06-29 - Place: 15 Points: 183.33,,
Enno Biewinga,163,183,NK 2024-06-29 - Place: 16 Points: 183.33,,
Jori Lamboo,164,182,NK 2025-09-13 - Place: 18 Points: 182.0,,
Max Meijer,165,182,NK 2025-09-13 - Place: 18 Points: 182.0,,
Chris Schiffer,166,182,NK 2025-09-13 - Place: 19 Points: 182.0,,
Karlijn Boekhout,167,182,NK 2025-09-13 - Place: 20 Points: 182.0,,
Sam Doeve,168,182,NK 2025-09-13 - Place: 20 Points: 182.0,,
Simone Hagen,169,182,NK 2025-09-13 - Place: 21 Points: 182.0,,
Koen Schultz,170,182,NK 2025-09-13 - Place: 21 Points: 182.0,,
Remon Poelman,171,168,NK 2023-09-02 - Place: 5 Points: 168.0,,
Job van Maastricht,172,168,NK 2023-09-02 - Place: 5 Points: 168.0,,
Sarah Sommerschuh,173,149,Enschede 2023-11-26 - Place: 8 Points: 149.1,,
Nikola Geršanov,174,141,Amsterdam 2024-06-01 - Place: 17 Points: 141.12,,
Mata Njunga,175,141,Amsterdam 2024-06-01 - Place: 18 Points: 141.12,,
Daan Appels,176,141,Amsterdam 2024-06-01 - Place: 18 Points: 141.12,,
Bram Slemmer,177,141,Amsterdam 2024-06-01 - Place: 19 Points: 141.12,,
Jary Kooijman,178,141,Amsterdam 2024-06-01 - Place: 19 Points: 141.12,,
Juho Viljanen,179,141,Amsterdam 2024-06-01 - Place: 21 Points: 141.12,,
Mátyás Papp,180,141,Amsterdam 2024-06-01 - Place: 21 Points: 141.12,,
Michael Wekking,181,141,Amsterdam 2024-06-01 - Place: 22 Points: 141.12,,
Wiebe de Gruijter,182,141,Amsterdam 2024-06-01 - Place: 22 Points: 141.12,,
Arabi Alhumsi,183,141,Amsterdam 2024-06-01 - Place: 23 Points: 141.12,,
Alexis Carras,184,141,Amsterdam 2024-06-01 - Place: 23 Points: 141.12,,
Clemence Joly,185,141,Amsterdam 2024-06-01 - Place: 24 Points: 141.12,,
Marko Krunic,186,141,Amsterdam 2024-06-01 - Place: 24 Points: 141.12,,
Niels van de Graaf,187,140,NK 2023-09-02 - Place: 8 Points: 140.0,,
Ivo Wester,188,140,NK 2023-09-02 - Place: 8 Points: 140.0,,
Tijmen van der Put,189,122,NK 2024-06-29 - Place: 17 Points: 122.22,,
Pim de Jonge,190,122,NK 2024-06-29 - Place: 17 Points: 122.22,,
Sebastiaan van Zanten,191,122,NK 2024-06-29 - Place: 18 Points: 122.22,,
Florian Vacek,192,122,NK 2024-06-29 - Place: 18 Points: 122.22,,
Jurd Smith,193,122,NK 2024-06-29 - Place: 19 Points: 122.22,,
Annelies van Cooten,194,122,NK 2024-06-29 - Place: 19 Points: 122.22,,
Daniel Doe,195,122,NK 2024-06-29 - Place: 20 Points: 122.22,,
Marjolijn van Schagen,196,119,Enschede 2023-11-26 - Place: 9 Points: 119.28,,
Michelle Sudjito,197,119,Enschede 2023-11-26 - Place: 9 Points: 119.28,,
Adnan Jerbi,198,112,NK 2023-09-02 - Place: 9 Points: 112.0,,
Jan albert van der Velde,199,112,NK 2023-09-02 - Place: 10 Points: 112.0,,
Daan Beelen,200,112,NK 2023-09-02 - Place: 10 Points: 112.0,,
Luuk Nugteren,201,112,NK 2023-09-02 - Place: 12 Points: 112.0,,
Tymo Berger,202,84,NK 2023-09-02 - Place: 13 Points: 84.0,,
Roel Teillers,203,84,NK 2023-09-02 - Place: 13 Points: 84.0,,
Ewout Buurma,204,84,NK 2023-09-02 - Place: 14 Points: 84.0,,
Meint-jan Elzinga,205,84,NK 2023-09-02 - Place: 14 Points: 84.0,,
Casper Zomerdijk,206,84,NK 2023-09-02 - Place: 15 Points: 84.0,,
Nicole Ijff,207,84,NK 2023-09-02 - Place: 15 Points: 84.0,,
Magali de Rooy,208,56,NK 2023-09-02 - Place: 17 Points: 56.0,,
Mattis Hennig,209,56,NK 2023-09-02 - Place: 17 Points: 56.0,,
Joep van den Heuvel,210,56,NK 2023-09-02 - Place: 18 Points: 56.0,,
Joost van Vugt,211,56,NK 2023-09-02 - Place: 18 Points: 56.0,,
Huub Capelleveen,212,56,NK 2023-09-02 - Place: 19 Points: 56.0,,
Tom van den Heuvel,213,56,NK 2023-09-02 - Place: 19 Points: 56.0,,
